study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
MWPE,2013,Mytilus trossulus,SPS_ALYN,"Case Inlet, Allyn",47.38366,-122.82616,cobble_mud,NEP,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,SPS_ALYN,NOAA,119-1697,MW2885,2013-06-13T00:00:00Z,lipids,0.94620280422822,0.94620280422822,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,NPS_ANC,"Anacortes, Guemes Ferry",48.51858555,-122.624280083333,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,NPS_ANC,NOAA,119-1691,MW2885,2013-06-13T00:00:00Z,lipids,0.94829156186379,0.94829156186379,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_PDP,Pt Defiance Pk,47.31315,-122.52795,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_PDP,NOAA,119-1678,MW2884,2013-06-04T00:00:00Z,lipids,0.94870100277783,0.94870100277783,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Res, Anderson Is",47.149421,-122.676382,sand,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13SPS_NRQR-MTW01,NOAA,119-1821,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,0.95,NA,"D,LOQ",ng/g,wet,13.2691922228903,7.15944108761332
PSMM2016,2016,Mytilus trossulus,PSS13175-000481,Gig Harbor Boat Launch,47.33785,-122.58277,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP481-MTW01,NOAA,119-3292,PS3342,2016-05-25T00:00:00Z,lipids,0.950804188,0.950804188,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_DM,Des Moines Marina City Bch Pk,47.4030555555555,-122.329166666666,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,CPS_DM,NOAA,119-1675,MW2884,2013-06-04T00:00:00Z,lipids,0.95258858150128,0.95258858150128,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,47.854484,-122.335165,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP016-MTW01,NOAA,119-3240,PS3339,2016-04-27T00:00:00Z,lipids,0.953854185,0.953854185,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000022,Beach Dr E,47.55933,-122.59695,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP022-MTW01,NOAA,119-3251,PS3340,2016-05-17T00:00:00Z,lipids,0.955064343,0.955064343,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000024,S of Skunk Island,48.027641,-122.750269,mud_silt,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-05T00:00:00Z,16RSMP024-MTW01,NOAA,119-3253,PS3340,2016-05-17T00:00:00Z,lipids,0.956976357,0.956976357,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,HC_HO,"Hood Canal, Holly",47.5705775,-122.9715404,cobble_sad,Kitsap Co. Public Works,2012-11-14T00:00:00Z,2013-01-11T00:00:00Z,13HC_HO-MTW01,NOAA,119-1735,MW2887,2013-06-26T00:00:00Z,lipids,0.95852160647141,0.95852160647141,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,EB_SC,Smith Cove,47.63123,-122.38573,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SC-MTW01,NOAA,119-1734,MW2887,2013-06-26T00:00:00Z,lipids,0.96005328924584,0.96005328924584,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_RW8,Tacoma Ruston Waterfront 8,47.2774694580584,-122.468693247064,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW8-MTW01,NOAA,119-1637,MW2882,2013-05-30T00:00:00Z,lipids,0.96059209696407,0.96059209696407,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61865,-122.36122,rock,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,13EB_ME-MTW01,NOAA,119-1641,MW2882,2013-05-30T00:00:00Z,lipids,0.96305884487767,0.96305884487767,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000026,N of Illahee State Park,47.603334,-122.596606,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP026-MTW01,NOAA,119-3255,PS3340,2016-05-17T00:00:00Z,lipids,0.964036393,0.964036393,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,NPS_CPAR4,"Cherry Pt Aq Res 4, Conoco Phillips  ",48.82078,-122.71008,cobble_gravel; gravel_sand,WDFW,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16NPS_CPAR4-MTW01,NOAA,119-3322,PS3344,2016-05-24T00:00:00Z,lipids,0.96653891,0.96653891,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,NPS_CPAR4,"Cherry Pt Aq Res, 4 Conoco Phillips",48.82076,-122.71014,cobble_sad,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13NPS_CPAR4-MTW01,NOAA,119-1748,MW2888,2013-07-16T00:00:00Z,lipids,0.9679244214727,0.9679244214727,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",47.6427936,-122.6967068,sand,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SVD-MTW01,NOAA,119-1772,MW2889,2013-07-22T00:00:00Z,lipids,0.97056390468737,0.97056390468737,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_PB,Pt Bolin,47.69372,-122.59471,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PB,NOAA,119-2050,MW2967,2013-11-21T00:00:00Z,lipids,0.97092150268307,0.97092150268307,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000004,Cherry Point North,48.85844,-122.74072,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP004-MTW01,NOAA,119-3231,PS3339,2016-04-27T00:00:00Z,lipids,0.971221636,0.971221636,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW8,Hylebos Waterway 8,47.2661,-122.370099,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW8-MTW01,NOAA,119-1622,MW2881,2013-05-22T00:00:00Z,lipids,0.97215369319548,0.97215369319548,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,WB_KP,Kayak Point,48.13389,-122.366,gravel_sand,Stillaguamish Tribe,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16WB_KP-MTW01,NOAA,119-3330,PS3344,2016-05-24T00:00:00Z,lipids,0.97470305,0.97470305,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_SB,Salmon Bay,47.66631,-122.40179,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SB-MTW01,NOAA,119-1733,MW2887,2013-06-26T00:00:00Z,lipids,0.97558593136766,0.97558593136766,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,SJI_OINS,"N Shore, Orcas Is",48.7110166666666,-122.929211111111,cobble_sad,San Juan County MRC,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJI_OINS-MTW01,NOAA,119-1753,MW2888,2013-07-16T00:00:00Z,lipids,0.97917597262152,0.97917597262152,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW9,Hylebos Waterway 9,47.265336,-122.368869,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW9-MTW01,NOAA,119-1623,MW2881,2013-05-22T00:00:00Z,lipids,0.97981444665341,0.97981444665341,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000017,"Budd Inlet, West Bay",47.06892,-122.91949,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP017-MTW01,NOAA,119-3247,PS3340,2016-05-17T00:00:00Z,lipids,0.980169101,0.980169101,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,NPS_CIAR1,"Cypress Is Aq Res, Secret Hbr",48.55385,-122.68808,cobble_mud,DNR Aq.Rs.,2012-11-13T00:00:00Z,2013-01-14T00:00:00Z,13NPS_CIAR1-MTW01,NOAA,119-1738,MW2887,2013-06-26T00:00:00Z,lipids,0.98391637048981,0.98391637048981,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_RW9,Tacoma Ruston Waterfront 9,47.2769750095903,-122.468383284285,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW9-MTW01,NOAA,119-1638,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,0.99,NA,D,ng/g,wet,14.0575396825396,7.04248412138325
MWPE,2013,Mytilus trossulus,WB_HP,Hermosa Pt,48.06175,-122.29294,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_HP-MTW01,NOAA,119-1825,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,0.99,NA,D,ng/g,wet,13.9577934098482,7.09281167108753
PSMM2016,2016,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61862,-122.36108,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16EB_ME-MTW01,NOAA,119-3305,PS3343,2016-05-19T00:00:00Z,lipids,0.991865378,0.991865378,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000043,N Avenue Park,48.52105,-122.61526,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP043-MTW01,NOAA,119-3272,PS3341,2016-05-17T00:00:00Z,lipids,0.993322642,0.993322642,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_ASCP,Ala Spit Co Pk,48.3928166666666,-122.586566666666,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-10T00:00:00Z,WB_ASCP,NOAA,119-1932,MW2937,2013-10-30T00:00:00Z,lipids,0.99609321083368,0.99609321083368,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000029,Liberty Bay,47.73747,-122.6507,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP029-MTW01,NOAA,119-3258,PS3340,2016-05-17T00:00:00Z,lipids,0.996796063,0.996796063,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000014,Point Heron East,47.5701,-122.60691,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP014-MTW01,NOAA,119-3238,PS3339,2016-04-27T00:00:00Z,lipids,0.997100533,0.997100533,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,CPS_EF,Edmonds Ferry,47.814183,-122.38215,gravel_sand,Snohomish County MRC,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16CPS_EF-MTW01,NOAA,119-3327,PS3344,2016-05-24T00:00:00Z,lipids,0.997484275,0.997484275,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000006,Eagle Harbor Dr,47.6189,-122.5275,mud_silt (cobble below),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP006-MTW01,NOAA,119-3233,PS3339,2016-04-27T00:00:00Z,lipids,0.999890897,0.999890897,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PCB06,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB06-MTW01,NOAA,119-3288,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1,1,D,ng/g,wet,21.60092601,4.62943116205785
MWPE,2013,Mytilus trossulus,CPS_GH,"Gig Hbr, Narrows Psg",47.3255,-122.57615,cobble,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13CPS_GH-MTW01,NOAA,119-1730,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,1,NA,"D,LOQ",ng/g,wet,13.4764826175869,7.42033383915023
MWPE,2013,Mytilus trossulus,CPS_CVP,"Colvos Pass, Olalla, Prospect Pt Bch",47.42329,-122.5365,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,CPS_CVP,NOAA,119-1673,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1,NA,"D,LOQ",ng/g,wet,14.3172247844395,6.98459383753503
PSMM2016,2016,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",47.6933,-122.54472,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16CPS_HCV-MTW01,NOAA,119-3311,PS3343,2016-05-19T00:00:00Z,lipids,1.00000229,1.00000229,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000046,Appletree Cove,47.7873,-122.4947,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP046-MTW01,NOAA,119-3273,PS3341,2016-05-17T00:00:00Z,lipids,1.000641448,1.000641448,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000049,Donkey Creek Delta,47.33784,-122.59021,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP049-MTW01,NOAA,119-3276,PS3341,2016-05-17T00:00:00Z,lipids,1.001568748,1.001568748,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000019,Skiff Point,47.66122,-122.49911,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP019-MTW01,NOAA,119-3249,PS3340,2016-05-17T00:00:00Z,lipids,1.001585944,1.001585944,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,SJF_PIAR,"Protection Is Aq Res, Thompson Spit",48.09669,-122.9394,cobble_sad,DNR Aq.Rs.,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJF_PIAR-MTW01,NOAA,119-1751,MW2888,2013-07-16T00:00:00Z,lipids,1.00435153655713,1.00435153655713,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Rsv, Anderson Is",47.14956,-122.67643,Sand,DNR,2015-10-28T00:00:00Z,2016-02-07T00:00:00Z,16SPS_NRQR-MTW01,NOAA,119-3303,PS3343,2016-05-19T00:00:00Z,lipids,1.006892319,1.006892319,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_BIW,"W Bainbridge, Westwood",47.62694,-122.57778,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13CPS_BIW-MTW01,NOAA,119-1728,MW2887,2013-06-26T00:00:00Z,lipids,1.00937058717831,1.00937058717831,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,WPS_SVD,"Sliverdale, Dyes Inlet",47.642888,-122.69668,gravel_sand,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_SVD-MTW01,NOAA,119-3310,PS3343,2016-05-19T00:00:00Z,lipids,1.012166341,1.012166341,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_MASO,"Manchester, SWO",47.55622,-122.54281,cobble_mud,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_MASO-MTW01,NOAA,119-1768,MW2889,2013-07-22T00:00:00Z,lipids,1.01526428436504,1.01526428436504,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW1,Hylebos Waterway 1,47.27041,-122.37717,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW1-MTW01,NOAA,119-1615,MW2881,2013-05-22T00:00:00Z,lipids,1.01550098055969,1.01550098055969,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000005,Salmon Beach,47.2947,-122.53051,cobble_gravel (with underlying sand),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP005-MTW01,NOAA,119-3232,PS3339,2016-04-27T00:00:00Z,lipids,1.018679125,1.018679125,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_RP,"Holmes Hbr, Rocky Pt, Baby Is",48.09587,-122.5269,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13WB_RP-MTW01,NOAA,119-1757,MW2888,2013-07-16T00:00:00Z,SumPBDEs11,1.02,NA,D,ng/g,wet,15.9953780125453,6.3768421052632
PSMM2016,2016,Mytilus trossulus,PSS13175-000006,Eagle Harbor Dr,47.6189,-122.5275,mud_silt (cobble below),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP006-MTW01,NOAA,119-3233,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.02,NA,"D,B,LOQ",ng/g,wet,16.90073105,6.03524188972879
MWPE,2013,Mytilus trossulus,WB_CVWF,"Coupeville Wharf, Toby's Tavern",48.2219,-122.68633,mud_sand,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,WB_CVWF,NOAA,119-2044,MW2967,2013-11-21T00:00:00Z,lipids,1.0201419679196,1.0201419679196,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000042,Evergreen Rotary Park,47.57551,-122.62801,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP042-MTW01,NOAA,119-3271,PS3341,2016-05-17T00:00:00Z,lipids,1.022302956,1.022302956,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000047,"Cherry Point Aq Reserve, Birch Bay South",48.895633,-122.782483,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP047-MTW01,NOAA,119-3274,PS3341,2016-05-17T00:00:00Z,lipids,1.02439048,1.02439048,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,NPS_FBAR,"Fidalgo Bay Aq Reserve, Weaverling Spit",48.48273,-122.58545,gravel_sand,DNR,2015-10-29T00:00:00Z,2016-02-09T00:00:00Z,16NPS_FBAR-MTW01,NOAA,119-3302,PS3343,2016-05-19T00:00:00Z,lipids,1.031452299,1.031452299,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_BSCB,"Bremerton Shipyard, Charleston Bch",47.55152,-122.66087,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_BSCB-MTW01,NOAA,119-1759,MW2888,2013-07-16T00:00:00Z,lipids,1.03170822224718,1.03170822224718,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,47.682339,-122.506474,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP003-MTW01,NOAA,119-3230,PS3339,2016-04-27T00:00:00Z,lipids,1.032963596,1.032963596,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",47.64445,-122.57624,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP010-MTW01,NOAA,119-3235,PS3339,2016-04-27T00:00:00Z,lipids,1.034571529,1.034571529,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000037,Saltar's Point,47.17025,-122.61076,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP037-MTW01,NOAA,119-3268,PS3341,2016-05-17T00:00:00Z,lipids,1.034598638,1.034598638,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW7,Hylebos Waterway 7,47.266767,-122.371174,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW7-MTW01,NOAA,119-1621,MW2881,2013-05-22T00:00:00Z,lipids,1.03998539491688,1.03998539491688,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_RW2,Tacoma Ruston Waterfront 2,47.2805628832429,-122.475914089009,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW2-MTW01,NOAA,119-1625,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,1.04,NA,D,ng/g,wet,15.999577568909,6.50017161716174
MWPE,2013,Mytilus trossulus,NPS_LSP,Larrabee St Pk,48.6422,-122.4857,sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_LSP-MTW01,NOAA,119-1750,MW2888,2013-07-16T00:00:00Z,lipids,1.04713638837919,1.04713638837919,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_OH,"Oak Hbr, Crescent Hbr",48.277616,-122.6595,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,WB_OH,NOAA,119-1933,MW2937,2013-10-30T00:00:00Z,lipids,1.04770683859524,1.04770683859524,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000017,"Budd Inlet, West Bay",47.06892,-122.91949,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP017-MTW01,NOAA,119-3247,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,1.05,NA,"D,LOQ",ng/g,wet,14.41604404,7.28355155607585
PSMM2016,2016,Mytilus trossulus,PSS13175-000039,"Smith Cove, Terminal 91",47.632374,-122.378686,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP039-MTW01,NOAA,119-3270,PS3341,2016-05-17T00:00:00Z,lipids,1.051915398,1.051915398,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000953,"Browns Point, Carlson",47.3077,-122.4352,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP953-MTW01,NOAA,119-3301,PS3343,2016-05-19T00:00:00Z,lipids,1.052975187,1.052975187,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000015,Tugboat Park,48.48932,-122.67606,Sand,RSMP/SAM,2015-10-28T00:00:00Z,2016-02-05T00:00:00Z,16RSMP015-MTW01,NOAA,119-3239,PS3339,2016-04-27T00:00:00Z,lipids,1.055651439,1.055651439,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000625,"Gig Harbor, Mulligan",47.33064,-122.57554,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP625-MTW01,NOAA,119-3293,PS3342,2016-05-25T00:00:00Z,lipids,1.05873852,1.05873852,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_MIAR,"Maury Is Aq Res, Old Marine Pk",47.37995,-122.4017,cobble_sad,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,13CPS_MIAR-MTW01,NOAA,119-1732,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,1.06,NA,"D,LOQ",ng/g,wet,14.9831649831649,7.07460674157307
PSMM2016,2016,Mytilus trossulus,PSS13175-000002,Arroyo Beach,47.501749,-122.385996,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP002-MTW01,NOAA,119-3229,PS3339,2016-04-27T00:00:00Z,lipids,1.060494866,1.060494866,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000027,"Chuckanut, Clark's Point",48.690735,-122.504248,gravel_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP027-MTW01,NOAA,119-3256,PS3340,2016-05-17T00:00:00Z,lipids,1.06174209,1.06174209,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,WB_CB,Cavalero Beach Co. Park,48.174414,-122.475805,cobble_gravel (with sand),Stillaguamish Tribe,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16WB_CB-MTW01,NOAA,119-3329,PS3344,2016-05-24T00:00:00Z,lipids,1.062224304,1.062224304,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW5,Hylebos Waterway 5,47.26802,-122.37315,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW5-MTW01,NOAA,119-1619,MW2881,2013-05-22T00:00:00Z,lipids,1.06454166991399,1.06454166991399,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_DB,Dumas Bay,47.32895,-122.390483333333,sand,NEP,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,CPS_DB,NOAA,119-1674,MW2884,2013-06-04T00:00:00Z,lipids,1.06676359090207,1.06676359090207,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB03,"Penn Cove, Pre-test Baseline 3",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW03,NOAA,119-1829,MW2905,2013-06-27T00:00:00Z,lipids,1.06772013119983,1.06772013119983,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,WB_KP,Kayak Point,48.13389,-122.366,gravel_sand,Stillaguamish Tribe,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16WB_KP-MTW01,NOAA,119-3330,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,1.07,NA,"D,B,LOQ",ng/g,wet,13.22876311,8.08843571468263
MWPE,2013,Mytilus trossulus,WB_ASCP,Ala Spit Co Pk,48.3928166666666,-122.586566666666,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-10T00:00:00Z,WB_ASCP,NOAA,119-1932,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,1.07,NA,"D,B,LOQ",ng/g,wet,27.1640961511741,3.93902301790281
MWPE,2013,Mytilus trossulus,WB_RP,"Holmes Hbr, Rocky Pt, Baby Is",48.09587,-122.5269,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13WB_RP-MTW01,NOAA,119-1757,MW2888,2013-07-16T00:00:00Z,lipids,1.07153521784151,1.07153521784151,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_SISM,"Sinclair Inlet, Sinclair Marina",47.540736,-122.641981,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,WPS_SISM,NOAA,119-2053,MW2967,2013-11-21T00:00:00Z,lipids,1.07331982185935,1.07331982185935,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB06,"Penn Cove, Pre-test Baseline 6",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW06,NOAA,119-1832,MW2905,2013-06-27T00:00:00Z,lipids,1.07458395896462,1.07458395896462,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CB_HYW4,Hylebos Waterway 4,47.26848,-122.37395,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW4-MTW01,NOAA,119-1618,MW2881,2013-05-22T00:00:00Z,lipids,1.07713943871875,1.07713943871875,D,%,wet,NA,NA
